Terminal Name,Terminal Country,Terminal UUID,Terminal Type,Direction,Connected Terminal Name,Connected Terminal Country,Connected Terminal UUID,Connected Terminal Type,Transit Points,Distance_(NM)_Masterinput,Distance_(NM)_DDT,Distance_(NM)_atobviac,Distance_(NM)_veson,Notes,,Summary Statistics:
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Combined to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,None,,,,,,,----------------------------------------
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Cape of Good Hope,,,,,,,Combined Terminals: 4
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,Export Terminals: 41
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,Import Terminals: 66
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,Suez,,,,,,,
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,None,,,,,,,Connection Types:
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,"Suez, Cape of Good Hope",,,,,,,Combined to: 5
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,None,,,,,,,Export to: 688
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,"Cape of Good Hope, Suez",,,,,,,Import from: 693
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,None,,,,,,,Transit Points Usage:
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,"Suez, Cape of Good Hope: 172"
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,Suez,,,,,,,"Cape of Good Hope, Suez: 136"
Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Import from,Soyo,Angola,003bdb09-9cc9-4998-a849-0e0dce812fa7,Export,None,,,,,,,Cape of Good Hope: 54
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Combined to,Rudong,China,00323df6-15b0-4e3f-93e1-afe3a3fe1b58,Import,Suez,,,,,,,Suez: 30
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,None,,,,,,,"Panama, Suez, Cape of Good Hope: 24"
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,"Panama, Cape of Good Hope, Suez: 18"
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,"Suez, Cape of Good Hope, Panama: 12"
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,"Suez, Panama, Cape of Good Hope: 12"
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Calcasieu Pass,USA,003e005e-9aeb-4e31-b44f-6f1a5d79ea67,Export,None,,,,,,,Panama: 8
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Corpus Christi,USA,0030c461-9a63-403d-8f53-9327ea773517,Export,None,,,,,,,"Panama, Strait of Magellan: 6"
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,"Cape of Good Hope, Suez",,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,Import from,Yamal,Russia,003a8724-b074-42e2-9e2f-ac3cc3e67ea4,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Combined to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,Suez,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Combined to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,"Suez, Cape of Good Hope",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Altamira,Mexico,00302863-23af-41a6-a8ec-82c703860811,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"None, Suez",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Calcasieu Pass,USA,003e005e-9aeb-4e31-b44f-6f1a5d79ea67,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Cameron (Liqu.),USA,00356046-86ab-4a76-a689-99af1b3027ad,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Congo LNG,Congo,003349a0-0c2d-4517-bf0f-3aa7c47e3d50,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Corpus Christi,USA,0030c461-9a63-403d-8f53-9327ea773517,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Costa Azul,Mexico,003e4ff1-6888-4d04-95e2-42e5b42ff722,Export,"Panama, Strait of Magellan",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,"Cape of Good Hope, Suez",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Delfin FLNG,USA,003fa7a4-b8ff-42e7-a146-983baddc769c,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Elba Island,USA,00352a22-e959-4233-b93d-d23a0da3dfed,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,Suez,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,"Cape of Good Hope, Suez",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Kamchatka,Russia,0033d717-1d87-407b-94b0-3f115ecd1887,Export,Panama,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,LNG Canada,Canada,00369d3c-62db-4833-8c49-ea1a2fbb2b18,Export,"Strait of Magellan, Panama",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Lake Charles,USA,003ff22f-77d8-413f-9997-2c6280e7c28c,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,"Panama, None",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Puerto Libertad,Mexico,003ef335-be59-48ca-97aa-cf1fd8dea6fb,Export,Panama,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Cape of Good Hope, Suez",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Rio Grande LNG,USA,00383491-7e92-4b89-8b26-473fb3dcb9ed,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Soyo,Angola,003bdb09-9cc9-4998-a849-0e0dce812fa7,Export,None,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Tangguh,Indonesia,00387996-f338-4c38-abcf-3fcfd3712339,Export,"Suez, Cape of Good Hope",,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Wheatstone,Australia,00398967-3ee1-4b26-bcdb-805ad19dbcce,Export,Suez,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Woodfibre LNG,Canada,00314d16-eada-4f37-bff3-d844708aeb45,Export,Panama,,,,,,,
Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,Import from,Yamal,Russia,003a8724-b074-42e2-9e2f-ac3cc3e67ea4,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Combined to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,"Suez, Cape of Good Hope",,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Cape of Good Hope, Suez",,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,Import from,Yamal,Russia,003a8724-b074-42e2-9e2f-ac3cc3e67ea4,Export,None,,,,,,,
Altamira,Mexico,00302863-23af-41a6-a8ec-82c703860811,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Altamira,Mexico,00302863-23af-41a6-a8ec-82c703860811,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Ain Sukhna 2,Egypt,003aab65-41c1-4952-a9dd-d6114af8a3b2,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Al Zour,Kuwait,0030fe3d-20b4-4faf-9d8e-3e1c9b049f2e,Combined,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Bahia Blanca,Argentina,0039ea55-8adc-4448-ba3f-812c44c2d293,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Bahrain,Bahrain,003553b5-b442-4ec4-b1f7-d95cef95f4bd,Import,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Cartagena (COL),Colombia,003ad466-2aba-4f40-b016-f8af4762034f,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Ennore LNG,India,0037c692-6771-4cf2-8099-4e695e69935a,Import,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Ereglisi,Turkey,003c0df2-60d1-4aa6-89c1-c5a860c8d56f,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Escobar,Argentina,003e049d-6197-4a0d-b075-517aaffd689a,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Strait of Magellan, Cape of Good Hope, Panama",,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Grain,UK,003509bf-b256-455e-9480-22162a401587,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,Cape of Good Hope,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Singapore,Singapore,00301fdd-c604-41e4-8d58-48148bde7aa9,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,"Strait of Magellan, Panama, Cape of Good Hope",,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,None,,,,,,,
Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Export to,Wilhelmshaven,Germany,003af9a7-c419-4360-8fad-4a558a1d8730,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Cartagena (COL),Colombia,003ad466-2aba-4f40-b016-f8af4762034f,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,"Cape of Good Hope, Suez",,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,Cape of Good Hope,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Fos Cavaou,France,003e3e36-1826-42f8-b789-c8137d7e0f34,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Futtsu,Japan,003c2da6-6a74-4e29-aef6-a789a747ac65,Import,"Cape of Good Hope, Panama",,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Gate,Netherlands,00348162-8284-447d-b641-1f06b9078fdd,Combined,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Rayong,Thailand,0036961e-e634-4929-874d-45f53265ed7c,Import,"Panama, Suez, Cape of Good Hope",,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Revithoussa,Greece,003d3a18-7463-4aef-8c32-22054d6815af,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Rovigo,Italy,0036cd2f-ff65-471e-8e6e-9c7cbae674b6,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Swinoujscie,Poland,00306490-345a-4528-a42c-d87c61e2c35b,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Tianjin,China,003a90f9-9cde-436f-9bec-4f9e786c2ea7,Import,"Suez, Cape of Good Hope, Panama",,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Toscana,Italy,0034aa21-2462-43bc-b96b-e4f985078bb7,Import,None,,,,,,,
Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,Export to,Yung An,Taiwan,00386200-185c-449a-a86f-7eb68ce6bfc7,Import,"Panama, Cape of Good Hope, Suez",,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Aliaga,Turkey,0031c9b7-2130-4f2b-9e33-00ebc2c99d51,Import,None,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Bahia,Brazil,003ea9c4-f985-4fe1-b7a3-a833c142882b,Import,None,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Barcelona,Spain,00350607-0903-4828-8ea5-bdeb8649a31e,Combined,None,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Brunsbuttel,Germany,0030e65a-383d-4769-bc2b-33ae56657062,Import,None,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Chittagong,Bangladesh,003e20ed-3306-47c4-94bc-762cf3e896b9,Import,Suez,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Dahej,India,00319332-b16d-479e-9098-0d19c578a931,Import,"Suez, Cape of Good Hope",,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Dapeng,China,00398183-cb2e-4d28-b673-44289872ba94,Import,Cape of Good Hope,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Deutsche Ostsee,Germany,003c065f-2780-49f0-a070-b1313f782503,Import,None,,,,,,,
Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,Export to,Dragon,UK,00353980-7951-434c-a45b-9ec5ef1735a0,Import,None,,,,,,,
