Terminal Name,Terminal Country,Terminal UUID,Terminal Type,Direction,Connected Terminal Name,Connected Terminal Country,Connected Terminal UUID,Connected Terminal Type,Transit Points,Distance_(NM)_Masterinput,Distance_(NM)_DDT,Distance_(NM)_atobviac,Distance_(NM)_veson,Notes,,Summary Statistics:
Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,Import from,Peru LNG,Peru,00398395-a9d6-4d09-8e17-f731caf760d9,Export,None,,,,,,,
Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,
Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,"Cape of Good Hope, Panama, Suez",,,,,,,
Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,Import from,Yamal,Russia,003a8724-b074-42e2-9e2f-ac3cc3e67ea4,Export,"Suez, Cape of Good Hope",,,,,,,
Incheon,South Korea,00325694-638e-4478-b01a-fc34f345b713,Import,Import from,Zeebrugge,Belgium,00364105-b12c-4f4d-94dc-1cd3069287b8,Combined,"Suez, Cape of Good Hope",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,"Suez, Panama, Cape of Good Hope",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Cape of Good Hope, Suez",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Suez, Cape of Good Hope",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Cape of Good Hope, Suez",,,,,,,
Inkoo,Finland,003a9231-acd5-40a0-b1dd-8c7d65612eec,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,Cape of Good Hope,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,
Jebel Ali,UAE,003fd3f3-1efd-4fcc-b0f2-4d6ab77c6902,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,"Cape of Good Hope, Suez",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,"Panama, Cape of Good Hope, Suez",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Cape of Good Hope, Suez",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Klaipeda,Lithuania,003bfc7e-1fad-4ec9-9fe9-d5b0889bef02,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,Cape of Good Hope,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,Suez,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,None,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,
Kochi,India,0030505e-1e75-4f9c-b049-3ef0b9a1c089,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,"Cape of Good Hope, Suez",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Suez, Cape of Good Hope",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Coral South FLNG,Mozambique,003effde-1384-41fd-b604-15cc81167a3c,Export,"Suez, Cape of Good Hope",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Freeport,USA,0039b921-cc5c-47e3-9a31-9dfb0c55d345,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,"Suez, Cape of Good Hope",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Cape of Good Hope, Suez",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Cape of Good Hope, Suez",,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Suez,,,,,,,
Krk LNG FSRU,Croatia,003cf9e2-deeb-46cc-bd69-78103a444623,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Cape of Good Hope, Suez",,,,,,,
La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
La Spezia,Italy,003a212d-0ecb-464a-a679-b90ea65a7a14,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Lampung,Indonesia,003a81ab-1590-4d5d-9a4c-69857a9f6985,Import,Import from,DSLNG,Brunei,0038c659-fc9c-4d7d-a136-b227aba287ba,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Suez, Cape of Good Hope",,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Le Havre,France,003801fb-0c33-4da6-9bec-8cefd706fd8c,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Gorgon,Australia,00312574-769c-4edf-9a55-362f3da20312,Export,"Suez, Cape of Good Hope",,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Murmansk,Russia,003f9252-e4e3-4957-8462-36f4b61b3370,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Suez, Cape of Good Hope",,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Cape of Good Hope, Suez",,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Montoir,France,003a9911-55ce-40e1-8606-e81dc19ae490,Import,Import from,Yamal,Russia,003a8724-b074-42e2-9e2f-ac3cc3e67ea4,Export,None,,,,,,,
Nusantara,Indonesia,0033e22e-c545-469b-95c1-4d16bdbba1ef,Import,Import from,DSLNG,Brunei,0038c659-fc9c-4d7d-a136-b227aba287ba,Export,None,,,,,,,
Pecem,Brazil,003304c5-8d7f-48fa-b3d5-b938b0ffb052,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Pecem,Brazil,003304c5-8d7f-48fa-b3d5-b938b0ffb052,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,"Cape of Good Hope, Suez",,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,"Suez, Cape of Good Hope",,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,
Pengerang,Malaysia,0034fc62-feb4-44d6-b201-584a977ef3e9,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,"Panama, Suez, Cape of Good Hope",,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Bethioua,Algeria,003afd77-2b63-41e4-8b7a-6d6294236d78,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Cove Point,USA,003e8539-3a98-48fa-b35d-0ba061beea4e,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Suez, Cape of Good Hope",,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
Piombino,Italy,00351043-8269-4fba-919f-5d54d7d48915,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Port Acu,Brazil,003a2e76-b6e3-4fb3-9c3f-d12b547ec41e,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Argentina LNG,Argentina,0033833f-3403-4397-97e3-2ccb9aedb62c,Export,Cape of Good Hope,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Das Island,UAE,003b48e3-aedd-417c-8ea3-2d1dd434d8a9,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,GLNG,Australia,003390dc-0918-485a-ba91-12465d2f1890,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,"Suez, Cape of Good Hope",,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,None,,,,,,,
Port Qasim FSRU,Pakistan,003da60d-2e4f-450e-9a83-43e1ac3517fc,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,Suez,,,,,,,
Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,None,,,,,,,
Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,"Panama, Strait of Magellan",,,,,,,
Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,None,,,,,,,
Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,Cape of Good Hope,,,,,,,
Quintero,Chile,00382738-2387-431b-8740-155d26a8ef0b,Import,Import from,Sabine Pass,USA,003dec0a-ce8f-41db-8c24-4d7ef6addf70,Export,"Panama, None",,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Atlantic LNG,Trinidad & Tobago,00339787-d27c-4605-8409-e1c544820cec,Export,None,,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Bintulu,Malaysia,003342b7-ba5b-4f0e-b6df-4d95837a5691,Export,"Cape of Good Hope, Suez",,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Bioko,Equatorial Guinea,003e50dc-2dca-44e5-b519-c4d704c6762d,Export,None,,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Bonny LNG,Nigeria,0034fc9c-bb57-42b6-a91b-6f08c3795a25,Export,None,,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Hammerfest,Norway,003f92ce-86d5-4d03-9761-311036c47812,Export,None,,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,NWS,Australia,00381c87-4180-4430-80f1-bf828099124f,Export,"Suez, Cape of Good Hope",,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Plaquemines,USA,003adf4e-01b5-4680-9cd7-49613d5d0e3e,Export,None,,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Qalhat,Oman,003627f4-c752-4ce4-9ae7-7ad0fa6e53ce,Export,"Cape of Good Hope, Suez",,,,,,,
Ravenna,Italy,0030d930-6574-4049-a739-327a16620429,Import,Import from,Ras Laffan,Qatar,003f9d1b-b4ad-4de9-8c8d-bd7fbcacd3df,Export,"Suez, Cape of Good Hope",,,,,,,
